"Downtime_id";"Batch_id";"Downtime_minutes";"Severity";"Reason"
15887;"1409FM";32;"Low";"Cleaning"
41380;"3064GN";119;"Medium";"Cleaning"
97733;"2668NA";30;"Medium";"Maintenance"
49719;"5486AT";46;"Medium";"Machine Jam"
49241;"2840MI";85;"Medium";"Sensor Fault"
37217;"3461BE";52;"Medium";"Machine Jam"
80279;"4140PU";65;"Medium";"Cleaning"
41745;"7272UJ";44;"Medium";"Machine Jam"
59135;"4582TV";17;"Low";"Machine Jam"
44703;"2823ZX";15;"Low";"Packaging Issue"
68340;"4061FZ";163;"High";"Maintenance"
78053;"8866MI";120;"Medium";"Maintenance"
49844;"7620US";43;"Low";"Sensor Fault"
94258;"5910SI";85;"Medium";"Power Failure"
53572;"8316HD";98;"High";"Packaging Issue"
69561;"8485VU";39;"Low";"Sensor Fault"
52804;"8510JM";108;"Medium";"Power Failure"
62061;"6151QI";24;"Low";"Packaging Issue"
86308;"6455HQ";274;"High";"Machine Jam"
63787;"3588VY";87;"Medium";"Maintenance"
87676;"2338NI";210;"High";"Sensor Fault"
26381;"7300KK";9;"Low";"Sensor Fault"
44601;"1337DW";62;"Medium";"Machine Jam"
84284;"6645EH";88;"Medium";"Power Failure"
25543;"8819AD";31;"Low";"Power Failure"
64782;"7941BA";136;"High";"Machine Jam"
31468;"7403KD";57;"Medium";"Machine Jam"
73649;"8184ZE";79;"Medium";"Machine Jam"
67558;"2982RU";73;"Medium";"Power Failure"
13964;"4365BU";86;"Medium";"Maintenance"
73888;"9964DB";75;"Medium";"Maintenance"
40290;"9478YQ";81;"Medium";"Sensor Fault"
74101;"3739WQ";82;"Medium";"Maintenance"
31775;"9517VI";19;"Low";"Maintenance"
73349;"4955DI";33;"Medium";"Machine Jam"
79457;"4622RV";94;"Medium";"Machine Jam"
94794;"5436RY";110;"Medium";"Machine Jam"
91102;"6427LS";104;"Medium";"Packaging Issue"
79095;"2009UY";77;"Medium";"Packaging Issue"
55564;"5857PL";44;"Low";"Machine Jam"
86748;"5679JY";67;"Medium";"Machine Jam"
67906;"6210RE";211;"High";"Packaging Issue"
73564;"4298PY";21;"Low";"Sensor Fault"
39701;"8844DZ";228;"High";"Sensor Fault"
71901;"5715TK";45;"Medium";"Machine Jam"
66035;"6663OO";59;"Medium";"Machine Jam"
58143;"3703YN";93;"Medium";"Maintenance"
48543;"6363WN";220;"High";"Maintenance"
60128;"6529KH";66;"Medium";"Cleaning"
89187;"1663BK";150;"High";"Machine Jam"
82518;"6021LY";103;"Medium";"Material Shortage"
97098;"5039ES";236;"High";"Packaging Issue"
36949;"9098UC";72;"Medium";"Maintenance"
55927;"1046AN";16;"Low";"Maintenance"
59078;"3371AQ";75;"Medium";"Machine Jam"
12564;"6318FY";115;"Medium";"Power Failure"
24484;"9583LL";288;"High";"Maintenance"
54745;"6273YC";79;"Medium";"Machine Jam"
71304;"2249ZA";33;"Medium";"Machine Jam"
64321;"9289MU";120;"Medium";"Sensor Fault"
41335;"3231IQ";60;"Medium";"Packaging Issue"
93751;"9101EV";5;"Low";"Packaging Issue"
51628;"9809VK";172;"High";"Packaging Issue"
74660;"9906QX";35;"Medium";"Packaging Issue"
79748;"8114SY";23;"Low";"Maintenance"
98576;"4623SJ";42;"Medium";"Sensor Fault"
97535;"3316RO";50;"Medium";"Machine Jam"
88863;"9368TM";70;"Medium";"Sensor Fault"
65207;"9384WW";34;"Low";"Cleaning"
13318;"9920FY";44;"Low";"Cleaning"
69695;"3413MJ";12;"Low";"Cleaning"
92706;"7851LV";31;"Medium";"Maintenance"
13034;"6499PG";13;"Low";"Machine Jam"
20160;"7711HG";5;"Low";"Maintenance"
94934;"4118CI";87;"Medium";"Packaging Issue"
47516;"4116NH";77;"Medium";"Packaging Issue"
98954;"5992NX";37;"Medium";"Sensor Fault"
51193;"3795XY";42;"Low";"Sensor Fault"
58512;"3989CR";223;"High";"Machine Jam"
10341;"1075RH";42;"Medium";"Sensor Fault"
41421;"7680EF";84;"Medium";"Machine Jam"
33745;"3659ZB";49;"Medium";"Maintenance"
28788;"1705FD";21;"Low";"Machine Jam"
78907;"8856EE";14;"Low";"Power Failure"
70432;"5448VX";115;"Medium";"Machine Jam"
53730;"6265BQ";43;"Medium";"Packaging Issue"
33958;"1188YS";95;"Medium";"Maintenance"
55507;"9922GG";46;"Medium";"Power Failure"
40312;"2597OY";18;"Low";"Maintenance"
91153;"5125LH";17;"Low";"Power Failure"
46587;"1707VR";100;"Medium";"Machine Jam"
37706;"7111OB";194;"High";"Sensor Fault"
60185;"5049EF";116;"High";"Machine Jam"
54006;"7400OO";48;"Medium";"Maintenance"
58943;"5109MU";19;"Low";"Machine Jam"
60774;"1981HB";83;"Medium";"Sensor Fault"
19854;"5652CT";138;"High";"Cleaning"
44895;"8131WD";104;"Medium";"Cleaning"
93432;"2370JH";89;"Medium";"Packaging Issue"
17719;"7705WS";89;"Medium";"Packaging Issue"
49490;"1583WS";44;"Medium";"Cleaning"
32000;"5433LW";46;"Medium";"Maintenance"
75159;"6531IE";51;"Medium";"Packaging Issue"
10017;"6051RP";42;"Medium";"Machine Jam"
14494;"6203EC";7;"Low";"Material Shortage"
81098;"4922BX";44;"Low";"Maintenance"
51029;"4874II";34;"Low";"Machine Jam"
42998;"3125BF";125;"High";"Maintenance"
17034;"1808NR";105;"Medium";"Machine Jam"
38404;"4209GQ";27;"Low";"Maintenance"
16884;"5744MT";13;"Low";"Machine Jam"
68569;"1367PS";282;"High";"Cleaning"
40351;"7451SA";81;"Medium";"Machine Jam"
62897;"3526ZN";262;"High";"Packaging Issue"
11158;"3722SD";261;"High";"Power Failure"
17273;"7918HF";16;"Low";"Maintenance"
32508;"8495PE";36;"Medium";"Packaging Issue"
97849;"4667ND";17;"Low";"Cleaning"
13222;"1546WS";26;"Low";"Material Shortage"
71871;"3777DA";190;"High";"Machine Jam"
87685;"9194IF";101;"Medium";"Machine Jam"
14803;"1415FS";117;"Medium";"Power Failure"
16942;"8229RG";76;"Medium";"Material Shortage"
78600;"5383TF";219;"High";"Machine Jam"
41462;"8992YI";24;"Low";"Machine Jam"
77567;"8236WL";114;"Medium";"Sensor Fault"
81398;"8185GM";72;"Medium";"Material Shortage"
29670;"5497WB";15;"Low";"Machine Jam"
84011;"8265EP";78;"Medium";"Packaging Issue"
79666;"1268MK";61;"Medium";"Material Shortage"
51017;"3884ND";70;"Medium";"Packaging Issue"
57319;"4268SF";25;"Low";"Power Failure"
90920;"1725BV";259;"High";"Machine Jam"
53493;"4111VM";15;"Low";"Machine Jam"
55881;"5968AJ";87;"Medium";"Sensor Fault"
13752;"1737RT";110;"Medium";"Maintenance"
83860;"8121TW";11;"Low";"Maintenance"
75780;"5480GH";92;"High";"Sensor Fault"
78446;"6984YH";132;"High";"Machine Jam"
35632;"5408QP";70;"Medium";"Packaging Issue"
36524;"6379II";82;"Medium";"Machine Jam"
39607;"4924SN";100;"Medium";"Material Shortage"
86313;"6312PN";114;"Medium";"Machine Jam"
31578;"4168DT";66;"Medium";"Cleaning"
78255;"5705FW";107;"High";"Machine Jam"
91708;"6316XA";115;"Medium";"Machine Jam"
38728;"7260PM";86;"Medium";"Cleaning"
36877;"6714CR";39;"Medium";"Cleaning"
30425;"5648CN";30;"Low";"Maintenance"
96264;"7361LH";201;"High";"Packaging Issue"
37681;"8164OS";68;"Medium";"Maintenance"
81075;"2069BY";280;"High";"Machine Jam"
29795;"4926XE";88;"Medium";"Sensor Fault"
45373;"9076LS";201;"High";"Packaging Issue"
11022;"2395YV";23;"Low";"Material Shortage"
66416;"6571BB";56;"Medium";"Machine Jam"
47277;"5552ED";12;"Low";"Packaging Issue"
68956;"4392FM";106;"Medium";"Maintenance"
23901;"9095SU";227;"High";"Material Shortage"
22168;"8453AU";15;"Low";"Sensor Fault"
85943;"8883DY";64;"Medium";"Sensor Fault"
60208;"3758VM";75;"Medium";"Machine Jam"
29554;"7169WM";94;"Medium";"Cleaning"
81197;"8372FG";163;"High";"Packaging Issue"
70058;"7679CU";107;"Medium";"Packaging Issue"
50983;"7224QX";54;"Medium";"Maintenance"
42176;"5387WU";35;"Low";"Sensor Fault"
72571;"5037PY";109;"Medium";"Packaging Issue"
65856;"4424WT";81;"Medium";"Machine Jam"
30889;"7963VS";10;"Low";"Power Failure"
93992;"7446JC";75;"Medium";"Sensor Fault"
76135;"4447OS";100;"High";"Machine Jam"
98702;"3157XY";61;"Medium";"Packaging Issue"
12719;"4275MO";46;"Medium";"Sensor Fault"
24436;"2148WV";33;"Low";"Packaging Issue"
34317;"7298XE";38;"Low";"Maintenance"
99632;"6710YV";29;"Low";"Machine Jam"
39989;"6426YJ";106;"Medium";"Cleaning"
11726;"2864PZ";162;"High";"Sensor Fault"
67053;"5693CQ";43;"Low";"Packaging Issue"
68623;"5483FV";111;"Medium";"Packaging Issue"
11571;"9338GI";150;"High";"Sensor Fault"
33439;"4191GR";36;"Low";"Sensor Fault"
66302;"5375UG";65;"Medium";"Maintenance"
95084;"6301YC";6;"Low";"Cleaning"
45310;"2727XZ";38;"Medium";"Material Shortage"
34973;"3262OF";68;"Medium";"Machine Jam"
25213;"9160BF";44;"Low";"Material Shortage"
81368;"6528VI";38;"Medium";"Machine Jam"
93225;"2881TU";217;"High";"Power Failure"
63974;"3212VB";262;"High";"Material Shortage"
69731;"3047CF";39;"Low";"Cleaning"
92018;"7679YK";36;"Medium";"Maintenance"
15526;"8157LI";283;"High";"Power Failure"
38118;"3922EF";63;"Medium";"Sensor Fault"
25917;"6348DT";124;"High";"Machine Jam"
14534;"8755UH";126;"High";"Power Failure"
32411;"3024JJ";107;"Medium";"Machine Jam"
30819;"7530RF";101;"Medium";"Material Shortage"
30445;"3341PD";74;"Medium";"Maintenance"
91751;"9079GI";81;"Medium";"Sensor Fault"
78155;"1637VB";197;"High";"Maintenance"
50647;"9164HW";160;"High";"Sensor Fault"
83819;"7662MD";34;"Medium";"Packaging Issue"
31439;"2229FO";37;"Medium";"Machine Jam"
90201;"5645SW";58;"Medium";"Packaging Issue"
61892;"5156OF";64;"Medium";"Packaging Issue"
31413;"1108DY";237;"High";"Machine Jam"
90064;"3471RL";104;"High";"Packaging Issue"
62730;"6905NC";237;"High";"Power Failure"
89455;"5465MY";48;"Medium";"Cleaning"
75373;"9220JM";219;"High";"Sensor Fault"
15052;"1002LM";51;"Medium";"Packaging Issue"
88361;"8422KN";94;"Medium";"Power Failure"
73156;"3829AY";282;"High";"Sensor Fault"
37980;"3664TF";110;"Medium";"Machine Jam"
23079;"3119KO";50;"Medium";"Maintenance"
74199;"1535HA";263;"High";"Packaging Issue"
20828;"4471WP";117;"Medium";"Machine Jam"
17101;"4674IP";163;"High";"Sensor Fault"
74898;"1654CQ";105;"Medium";"Cleaning"
99910;"9282UL";16;"Low";"Material Shortage"
30443;"4085QM";8;"Low";"Packaging Issue"
89015;"2788QE";93;"Medium";"Cleaning"
44299;"6457HG";40;"Low";"Machine Jam"
15089;"7562OH";241;"High";"Machine Jam"
97129;"3048VO";38;"Low";"Machine Jam"
93939;"1083ZV";56;"Medium";"Machine Jam"
94601;"7567CZ";45;"Low";"Maintenance"
10350;"9317NK";56;"Medium";"Maintenance"
97533;"4026QW";31;"Medium";"Sensor Fault"
80903;"4523LC";70;"Medium";"Packaging Issue"
39742;"7162VA";43;"Low";"Machine Jam"
85241;"6107MT";108;"Medium";"Sensor Fault"
15034;"6829WV";195;"High";"Material Shortage"
27221;"4353OC";24;"Low";"Packaging Issue"
76654;"9168UG";189;"High";"Cleaning"
87910;"3571DP";24;"Low";"Maintenance"
59819;"9163DM";39;"Low";"Packaging Issue"
53673;"5507EQ";32;"Low";"Maintenance"
40655;"1666KR";242;"High";"Machine Jam"
28608;"1386LF";43;"Medium";"Sensor Fault"
32832;"5048FI";71;"Medium";"Sensor Fault"
58503;"2975BV";36;"Medium";"Machine Jam"
54964;"7363HN";277;"High";"Machine Jam"
21681;"8538AF";83;"Medium";"Packaging Issue"
49780;"7744KZ";105;"Medium";"Sensor Fault"
88406;"5366ZP";208;"High";"Packaging Issue"
11844;"7703QX";60;"Medium";"Maintenance"
40373;"3738YE";99;"High";"Maintenance"
14047;"6017QG";63;"Medium";"Machine Jam"
22431;"7491PQ";116;"Medium";"Packaging Issue"
93623;"6828GU";52;"Medium";"Cleaning"
43911;"6163KL";23;"Low";"Material Shortage"
62346;"2460DP";95;"Medium";"Maintenance"
13382;"4821XL";34;"Low";"Packaging Issue"
31627;"9003MO";102;"Medium";"Maintenance"
81866;"6129ZT";12;"Low";"Material Shortage"
62513;"5914UB";45;"Low";"Maintenance"
70353;"1081WE";178;"High";"Machine Jam"
69466;"9419XJ";97;"High";"Machine Jam"
90978;"1500CO";202;"High";"Material Shortage"
69110;"7229FR";5;"Low";"Packaging Issue"
61382;"4425NL";292;"High";"Cleaning"
38304;"7307LH";54;"Medium";"Maintenance"
60569;"7495KD";75;"Medium";"Power Failure"
38502;"4904HG";112;"Medium";"Cleaning"
41539;"2662AX";69;"Medium";"Packaging Issue"
42549;"6640GC";44;"Medium";"Machine Jam"
96885;"1033ZG";26;"Low";"Cleaning"
47338;"4051RG";154;"High";"Material Shortage"
85985;"8453BZ";276;"High";"Sensor Fault"
14136;"4266GF";75;"Medium";"Packaging Issue"
17129;"3808PT";72;"Medium";"Machine Jam"
12565;"2867EI";12;"Low";"Maintenance"
17178;"3209DO";10;"Low";"Cleaning"
42213;"7023PG";263;"High";"Machine Jam"
74432;"1007FA";282;"High";"Machine Jam"
65351;"6663SK";40;"Low";"Cleaning"
30494;"4150OH";95;"Medium";"Packaging Issue"
26187;"7505VD";41;"Low";"Maintenance"
96445;"4522LV";60;"Medium";"Maintenance"
10867;"1115XT";50;"Medium";"Machine Jam"
25159;"6499VC";35;"Low";"Maintenance"
80850;"1878PI";8;"Low";"Sensor Fault"
85657;"2176ID";5;"Low";"Material Shortage"
81773;"3945KA";102;"Medium";"Maintenance"
24090;"1602PD";69;"Medium";"Material Shortage"
30665;"7626VS";32;"Low";"Maintenance"
24509;"7061YJ";24;"Low";"Machine Jam"
66285;"5956XQ";82;"Medium";"Machine Jam"
85105;"7556NC";31;"Low";"Machine Jam"
20182;"4608JO";279;"High";"Power Failure"
10289;"8337QH";72;"Medium";"Machine Jam"
95787;"8249VO";14;"Low";"Machine Jam"
22856;"2366XU";102;"Medium";"Packaging Issue"
53971;"8241XU";84;"Medium";"Sensor Fault"
12583;"2096TK";256;"High";"Cleaning"
38323;"6473PQ";102;"Medium";"Material Shortage"
38652;"9208IL";45;"Low";"Maintenance"
63008;"3440HV";97;"Medium";"Sensor Fault"
47782;"2509AT";46;"Medium";"Packaging Issue"
90019;"7214QE";177;"High";"Machine Jam"
17739;"2883CC";47;"Medium";"Packaging Issue"
88200;"8821QY";289;"High";"Maintenance"
89342;"2126AU";282;"High";"Maintenance"
85179;"5345GJ";117;"High";"Power Failure"
72371;"7141HU";27;"Low";"Maintenance"
37519;"5162LY";54;"Medium";"Cleaning"
21252;"5382XP";76;"Medium";"Sensor Fault"
17291;"8732DI";100;"Medium";"Packaging Issue"
20290;"8798EG";36;"Medium";"Maintenance"
37936;"8988QZ";21;"Low";"Material Shortage"
41778;"3163AV";13;"Low";"Packaging Issue"
77677;"4072AW";113;"High";"Machine Jam"
59612;"2467JE";47;"Medium";"Packaging Issue"
22493;"8606YT";164;"High";"Packaging Issue"
64101;"4672QL";40;"Medium";"Material Shortage"
12267;"8363CK";282;"High";"Machine Jam"
59946;"2941EU";207;"High";"Material Shortage"
42643;"5630MT";34;"Low";"Machine Jam"
96478;"6961MK";86;"Medium";"Sensor Fault"
48800;"5568RD";131;"High";"Machine Jam"
42055;"3798DD";107;"Medium";"Machine Jam"
81934;"4050KZ";89;"Medium";"Packaging Issue"
68895;"7099ZA";31;"Medium";"Machine Jam"
43431;"3521HK";28;"Low";"Machine Jam"
73473;"4952AE";75;"Medium";"Sensor Fault"
79705;"6831II";37;"Low";"Power Failure"
38804;"4221KZ";103;"Medium";"Material Shortage"
70119;"2813TE";60;"Medium";"Sensor Fault"
22534;"2344MC";58;"Medium";"Maintenance"
87591;"4471ZT";12;"Low";"Cleaning"
76918;"7030QD";289;"High";"Packaging Issue"
17314;"6085LP";49;"Medium";"Maintenance"
47389;"5575PW";46;"Medium";"Material Shortage"
81049;"6505OZ";42;"Low";"Packaging Issue"
58087;"8225FF";29;"Low";"Packaging Issue"
30213;"6969NB";72;"Medium";"Maintenance"
44897;"4042KW";96;"Medium";"Maintenance"
69390;"5774CH";67;"Medium";"Sensor Fault"
64836;"9934YP";54;"Medium";"Packaging Issue"
15132;"2108VL";15;"Low";"Packaging Issue"
33934;"1129GJ";42;"Medium";"Packaging Issue"
38437;"6431SJ";36;"Medium";"Sensor Fault"
55245;"5550TE";297;"High";"Cleaning"
90143;"5184JF";58;"Medium";"Packaging Issue"
95125;"9395YV";29;"Low";"Cleaning"
92828;"5217XT";38;"Medium";"Material Shortage"
62047;"1220RG";279;"High";"Packaging Issue"
72012;"7264JB";84;"Medium";"Machine Jam"
92424;"9459AO";108;"Medium";"Packaging Issue"
25513;"4982JR";281;"High";"Machine Jam"
39306;"2224XP";126;"High";"Sensor Fault"
38596;"2692SQ";30;"Medium";"Packaging Issue"
28061;"1286YM";44;"Low";"Packaging Issue"
56167;"7042SU";40;"Medium";"Packaging Issue"
10805;"9147YU";39;"Medium";"Packaging Issue"
46287;"3574QN";110;"Medium";"Sensor Fault"
11200;"6512RM";27;"Low";"Cleaning"
27645;"5932TF";102;"Medium";"Power Failure"
53693;"2302CH";37;"Low";"Packaging Issue"
90557;"6029EA";90;"Medium";"Machine Jam"
87460;"2962FK";13;"Low";"Cleaning"
15259;"4761NX";33;"Low";"Sensor Fault"
87899;"2063IQ";42;"Low";"Packaging Issue"
20333;"4783TJ";39;"Medium";"Cleaning"
60266;"6093GB";8;"Low";"Cleaning"
22423;"6231KM";66;"Medium";"Maintenance"
28495;"2642NX";266;"High";"Sensor Fault"
63297;"7838AA";39;"Medium";"Material Shortage"
82167;"6793KC";106;"Medium";"Cleaning"
47784;"9827UL";21;"Low";"Packaging Issue"
37563;"8620DW";15;"Low";"Machine Jam"
63401;"8364QJ";117;"Medium";"Power Failure"
15288;"4813MZ";109;"High";"Machine Jam"
38427;"3157AW";167;"High";"Power Failure"
77450;"7661WF";81;"Medium";"Maintenance"
49654;"7370SJ";63;"Medium";"Packaging Issue"
33114;"3704MO";38;"Medium";"Sensor Fault"
92983;"6949PN";119;"Medium";"Packaging Issue"
87008;"5105EC";51;"Medium";"Machine Jam"
53692;"6198KT";75;"Medium";"Machine Jam"
12276;"1050LY";57;"Medium";"Packaging Issue"
84928;"1249RQ";106;"Medium";"Cleaning"
47425;"6868RN";38;"Low";"Sensor Fault"
25398;"9283OY";87;"Medium";"Packaging Issue"
42425;"4950BY";91;"Medium";"Packaging Issue"
32082;"2465WV";68;"Medium";"Sensor Fault"
55351;"2710RZ";223;"High";"Material Shortage"
87334;"7721HK";117;"High";"Machine Jam"
27291;"5530WF";53;"Medium";"Material Shortage"
72413;"4323YI";58;"Medium";"Packaging Issue"
80802;"2463YI";32;"Low";"Packaging Issue"
99582;"5722GM";216;"High";"Cleaning"
89600;"7556ZK";28;"Low";"Machine Jam"
59857;"6419OP";30;"Medium";"Machine Jam"
90619;"9329VY";13;"Low";"Material Shortage"
89239;"8081SM";116;"Medium";"Machine Jam"
54304;"1228YP";66;"Medium";"Machine Jam"
14614;"1004BP";121;"High";"Sensor Fault"
47462;"6659RB";36;"Low";"Machine Jam"
67383;"3036WO";37;"Medium";"Maintenance"
86850;"1254UX";32;"Low";"Sensor Fault"
53847;"2335HL";70;"Medium";"Material Shortage"
16894;"6393PZ";65;"Medium";"Maintenance"
74754;"1238IJ";29;"Low";"Packaging Issue"
47536;"8587TE";82;"Medium";"Maintenance"
64318;"9179FW";10;"Low";"Machine Jam"
75376;"4709OS";50;"Medium";"Maintenance"
35078;"3716JB";236;"High";"Sensor Fault"
54277;"9904MN";37;"Medium";"Machine Jam"
70501;"8704XT";55;"Medium";"Maintenance"
37657;"4463BT";51;"Medium";"Machine Jam"
98718;"6571SG";192;"High";"Packaging Issue"
42527;"1669PZ";43;"Low";"Packaging Issue"
15425;"4760JZ";59;"Medium";"Machine Jam"
13251;"3483KD";269;"High";"Maintenance"
37831;"6595VV";90;"Medium";"Material Shortage"
44274;"1840OV";116;"Medium";"Packaging Issue"
53894;"1955JB";120;"Medium";"Cleaning"
54246;"3219HR";216;"High";"Cleaning"
46887;"8032QU";47;"Medium";"Machine Jam"
68967;"2159XU";112;"Medium";"Packaging Issue"
41193;"6267UR";242;"High";"Maintenance"
95308;"5903GC";60;"Medium";"Maintenance"
71440;"4112TA";31;"Low";"Material Shortage"
17668;"8188RL";38;"Low";"Maintenance"
72099;"9722VI";81;"Medium";"Cleaning"
30522;"5352UO";53;"Medium";"Machine Jam"
66807;"3776KP";78;"Medium";"Cleaning"
25081;"1273DL";223;"High";"Material Shortage"
84369;"6059GX";218;"High";"Maintenance"
52856;"1305SK";41;"Medium";"Power Failure"
14171;"9715YE";25;"Low";"Packaging Issue"
98674;"9109PW";77;"Medium";"Machine Jam"
57808;"6591YQ";259;"High";"Maintenance"
65912;"2521KU";104;"High";"Packaging Issue"
54589;"1658UW";111;"Medium";"Maintenance"
85566;"1199NJ";39;"Low";"Machine Jam"
76231;"7047MT";66;"Medium";"Cleaning"
35697;"4509DD";20;"Low";"Power Failure"
86546;"2938XK";111;"Medium";"Cleaning"
47488;"1480WH";26;"Low";"Packaging Issue"
13767;"1104WB";6;"Low";"Cleaning"
58565;"7404RU";254;"High";"Maintenance"
13042;"5707VJ";17;"Low";"Packaging Issue"
78459;"8066II";45;"Medium";"Sensor Fault"
70902;"3995XP";28;"Low";"Sensor Fault"
34057;"6403NH";55;"Medium";"Packaging Issue"
74522;"7317JM";214;"High";"Maintenance"
89808;"9782XD";93;"High";"Power Failure"
80863;"4946SW";23;"Low";"Cleaning"
83313;"8520VR";94;"Medium";"Power Failure"
31823;"3359CX";29;"Low";"Packaging Issue"
29359;"7560GJ";63;"Medium";"Machine Jam"
25183;"5440XG";17;"Low";"Packaging Issue"
61305;"9723DG";118;"Medium";"Cleaning"
72855;"5514TY";108;"Medium";"Machine Jam"
92717;"5929PG";113;"High";"Cleaning"
72317;"5206AX";116;"High";"Material Shortage"
86364;"5365VM";21;"Low";"Sensor Fault"
32783;"7741YH";237;"High";"Maintenance"
89990;"2509NP";87;"Medium";"Maintenance"
29440;"3236KC";99;"Medium";"Cleaning"
95109;"7637ZD";45;"Low";"Machine Jam"
73497;"6591CZ";66;"Medium";"Packaging Issue"
69582;"8814AX";26;"Low";"Packaging Issue"
48863;"1174BJ";40;"Low";"Cleaning"
14876;"2138UQ";70;"Medium";"Packaging Issue"
80125;"3494SF";32;"Medium";"Machine Jam"
10204;"7592XZ";49;"Medium";"Machine Jam"
60179;"4246BE";5;"Low";"Machine Jam"
37717;"4756TR";51;"Medium";"Sensor Fault"
12966;"5743UX";70;"Medium";"Maintenance"
72727;"2359ZX";41;"Medium";"Sensor Fault"
73573;"5196LC";232;"High";"Machine Jam"
54063;"5364OS";119;"Medium";"Maintenance"
31138;"6607WC";277;"High";"Machine Jam"
94415;"4035WR";74;"Medium";"Maintenance"
13545;"1422MP";41;"Low";"Maintenance"
30897;"1554MQ";98;"Medium";"Machine Jam"
62381;"6085MF";109;"Medium";"Machine Jam"
46934;"4246RM";9;"Low";"Maintenance"
81991;"2568EV";68;"Medium";"Machine Jam"
75827;"8444BP";63;"Medium";"Maintenance"
47275;"2171SN";120;"Medium";"Machine Jam"
13878;"7801TB";115;"Medium";"Packaging Issue"
96753;"9312FG";35;"Medium";"Machine Jam"
86816;"6559PY";31;"Medium";"Machine Jam"
16750;"4448XN";14;"Low";"Sensor Fault"
25932;"9278CG";78;"Medium";"Machine Jam"
27947;"7490WH";35;"Medium";"Packaging Issue"
15284;"6344NS";64;"Medium";"Power Failure"
